"date","close","volume","open","high","low"
"11:59","1,498.25","2,759,782","1,485.10","1,505","1,478.50"
"2018/04/25","1460.1700","6365989.0000","1458.0000","1469.9900","1415.0200"
"2018/04/24","1460.0900","7470059.0000","1535.8000","1539.5000","1448.4475"
"2018/04/23","1517.8600","4447801.0000","1546.6947","1548.0000","1503.4103"
"2018/04/20","1527.4900","5520642.0000","1561.1999","1561.1999","1516.0930"
"2018/04/19","1556.9100","6483967.0000","1543.2200","1568.5200","1539.0600"
"2018/04/18","1527.8400","5091677.0000","1514.6500","1533.8000","1504.1100"
"2018/04/17","1503.8300","5008532.0000","1462.2950","1507.1900","1457.0219"
"2018/04/16","1441.5000","2773836.0000","1445.0000","1447.0000","1427.4800"
"2018/04/13","1430.7900","3637586.0000","1449.1360","1459.7808","1424.5200"
"2018/04/12","1448.5000","3116939.0000","1439.5000","1452.1200","1435.0600"
"2018/04/11","1427.0500","3544449.0000","1439.4400","1448.7758","1424.8900"
"2018/04/10","1436.2200","4258358.0000","1431.9900","1438.3800","1415.7000"
"2018/04/09","1406.0800","4193564.0000","1425.0300","1438.4800","1402.5710"
"2018/04/06","1405.2300","5838758.0000","1429.9700","1452.5020","1400.2600"
"2018/04/05","1451.7500","6305513.0000","1441.9900","1459.5575","1427.0700"
"2018/04/04","1410.5700","6942485.0000","1358.2400","1415.3900","1352.8800"
"2018/04/03","1392.0500","10212940.0000","1391.3800","1414.0000","1355.3300"
"2018/04/02","1371.9900","10432560.0000","1417.6200","1421.3580","1355.0000"
"2018/03/29","1447.3400","12570020.0000","1406.0000","1455.4700","1365.2000"
"2018/03/28","1431.4200","13680370.0000","1447.0000","1455.9000","1386.1700"
"2018/03/27","1497.0500","6887274.0000","1572.4000","1575.9650","1482.3200"
"2018/03/26","1555.8600","5592200.0000","1530.0000","1556.9900","1499.2500"
"2018/03/23","1495.5600","7977655.0000","1539.0100","1549.0200","1495.3600"
"2018/03/22","1544.9200","6213379.0000","1565.4700","1573.8500","1542.4000"
"2018/03/21","1581.8600","4740884.0000","1586.4500","1590.0000","1563.1700"
"2018/03/20","1586.5100","4554675.0000","1550.3400","1587.0000","1545.4100"
"2018/03/19","1544.9300","6406413.0000","1554.5300","1561.6600","1525.3500"
"2018/03/16","1571.6800","5291848.0000","1583.4500","1589.4400","1567.5000"
"2018/03/15","1582.3200","4057694.0000","1595.0000","1596.9100","1578.1100"
"2018/03/14","1591.0000","4236655.0000","1597.0000","1606.4440","1590.8900"
"2018/03/13","1588.1800","6514336.0000","1615.9600","1617.5400","1578.0100"
"2018/03/12","1598.3900","5146149.0000","1592.6000","1605.3300","1586.7000"
"2018/03/09","1578.8900","4508650.0000","1563.5000","1578.9400","1559.0800"
"2018/03/08","1551.8600","3882904.0000","1550.0000","1554.8800","1545.2500"
"2018/03/07","1545.0000","4164829.0000","1526.5200","1545.9000","1522.5100"
"2018/03/06","1537.6400","4433105.0000","1533.2000","1542.1300","1528.0000"
"2018/03/05","1523.6100","5192119.0000","1494.2400","1525.3800","1481.0000"
"2018/03/02","1500.2500","6573973.0000","1469.1000","1501.0500","1455.0101"
"2018/03/01","1493.4500","6820462.0000","1513.6000","1518.4900","1465.0000"
"2018/02/28","1512.4500","4498688.0000","1519.5100","1528.7000","1512.0000"
"2018/02/27","1511.9800","4791167.0000","1524.5000","1526.7800","1507.2100"
"2018/02/26","1521.9500","4944679.0000","1509.2000","1522.8400","1507.0000"
"2018/02/23","1500.0000","4395443.0000","1495.3400","1500.0000","1486.5000"
"2018/02/22","1485.3400","4806267.0000","1495.3600","1502.5400","1475.7600"
"2018/02/21","1482.9200","6270085.0000","1485.0000","1503.4900","1478.9200"
"2018/02/20","1468.3500","6473520.0000","1446.4900","1488.7700","1446.4900"
"2018/02/16","1448.6900","4464048.0000","1457.3700","1465.8000","1446.5600"
"2018/02/15","1461.7600","5634873.0000","1466.8900","1468.9400","1436.8367"
"2018/02/14","1451.0500","5940392.0000","1406.2500","1452.0600","1403.3600"
"2018/02/13","1414.5100","5880823.0000","1385.9300","1419.7200","1383.5300"
"2018/02/12","1386.2300","6718037.0000","1364.6700","1393.8100","1344.0100"
"2018/02/09","1339.6000","14128670.0000","1373.4900","1383.5000","1265.9300"
"2018/02/08","1350.5000","8496355.0000","1429.6750","1433.7522","1349.9400"
"2018/02/07","1416.7800","7126128.0000","1449.0000","1460.9900","1415.1500"
"2018/02/06","1442.8400","10937550.0000","1361.4600","1443.9900","1351.7900"
"2018/02/05","1390.0000","11422520.0000","1402.6200","1458.9800","1320.7200"
"2018/02/02","1429.9500","11014340.0000","1477.3900","1498.0000","1414.0000"
"2018/02/01","1390.0000","8985040.0000","1445.0000","1459.8799","1385.1419"
"2018/01/31","1450.8900","6386185.0000","1451.3000","1472.5800","1450.0400"
"2018/01/30","1437.8200","5802415.0000","1403.1700","1439.2500","1392.0000"
"2018/01/29","1417.6800","5690168.0000","1409.1800","1431.3900","1400.4400"
"2018/01/26","1402.0500","4825682.0000","1392.0100","1402.5300","1380.9100"
"2018/01/25","1377.9500","4741473.0000","1368.0000","1378.3400","1357.6200"
"2018/01/24","1357.5100","6781297.0000","1374.8200","1388.1600","1338.0000"
"2018/01/23","1362.5400","5130673.0000","1338.0900","1364.9000","1337.3400"
"2018/01/22","1327.3100","4126235.0000","1297.1700","1327.4500","1296.6636"
"2018/01/19","1294.5800","4455108.0000","1312.0000","1313.0000","1292.9900"
"2018/01/18","1293.3200","4021640.0000","1293.9500","1304.6000","1284.0200"
"2018/01/17","1295.0000","5240634.0000","1312.2400","1314.0000","1280.8800"
"2018/01/16","1304.8600","7155026.0000","1323.0000","1339.9400","1292.3000"
"2018/01/12","1305.2000","5434547.0000","1273.3925","1305.7600","1273.3925"
"2018/01/11","1276.6800","3104031.0000","1259.7400","1276.7700","1256.4600"
"2018/01/10","1254.3300","2679832.0000","1245.1500","1254.3300","1237.2300"
"2018/01/09","1252.7000","3657243.0000","1256.9000","1259.3300","1241.7600"
"2018/01/08","1246.8700","4270121.0000","1236.0000","1253.0790","1232.0300"
"2018/01/05","1229.1400","3536299.0000","1217.5100","1229.1400","1210.0000"
"2018/01/04","1209.5900","3015997.0000","1205.0000","1215.8699","1204.6600"
"2018/01/03","1204.2000","3094175.0000","1188.3000","1205.4900","1188.3000"
"2018/01/02","1189.0100","2673958.0000","1172.0000","1190.0000","1170.5100"
"2017/12/29","1169.4700","2678122.0000","1182.3500","1184.0000","1167.5000"
"2017/12/28","1186.1000","1838549.0000","1189.0000","1190.1000","1184.3800"
"2017/12/27","1182.2600","1866171.0000","1179.9100","1187.2900","1175.6100"
"2017/12/26","1176.7600","1988906.0000","1168.3600","1178.3200","1160.5500"
"2017/12/22","1168.3600","1575845.0000","1172.0800","1174.6199","1167.8301"
"2017/12/21","1174.7600","2055103.0000","1175.9000","1179.1700","1167.6400"
"2017/12/20","1177.6200","2364984.0000","1190.5000","1191.0000","1176.0000"
"2017/12/19","1187.3800","2574578.0000","1189.1500","1192.9700","1179.1401"
"2017/12/18","1190.5800","2943252.0000","1187.3700","1194.7800","1180.9100"
"2017/12/15","1179.1400","4775009.0000","1179.0300","1182.7500","1169.3300"
"2017/12/14","1174.2600","3120265.0000","1163.7100","1177.9300","1162.4500"
"2017/12/13","1164.1300","2588740.0000","1170.0000","1170.8700","1160.2700"
"2017/12/12","1165.0800","2208812.0000","1166.5100","1173.6000","1161.6100"
"2017/12/11","1168.9200","2360068.0000","1164.6000","1169.9000","1157.0000"
"2017/12/08","1162.0000","2979278.0000","1170.4000","1172.7900","1157.1000"
"2017/12/07","1159.7900","2508813.0000","1156.5900","1163.1900","1151.0000"
"2017/12/06","1152.3500","2777524.0000","1137.9900","1155.8900","1136.0800"
"2017/12/05","1141.5700","4074846.0000","1128.2600","1159.2700","1124.7400"
"2017/12/04","1133.9500","5926970.0000","1173.8500","1175.2000","1128.0000"
"2017/12/01","1162.3500","4101175.0000","1172.0500","1179.6500","1152.0000"
"2017/11/30","1176.7500","4472454.0000","1167.1000","1178.5701","1160.0000"
"2017/11/29","1161.2700","9242181.0000","1194.8000","1194.8000","1145.1900"
"2017/11/28","1193.6000","4548064.0000","1204.8800","1205.3400","1188.5210"
"2017/11/27","1195.8300","6718385.0000","1202.6600","1213.4100","1191.1500"
"2017/11/24","1186.0000","3528011.0000","1160.7000","1186.8400","1160.7000"
"2017/11/22","1156.1600","3549453.0000","1141.0000","1160.2700","1141.0000"
"2017/11/21","1139.4900","2461416.0000","1132.8600","1140.0000","1128.2000"
"2017/11/20","1126.3100","2146183.0000","1129.7700","1133.4200","1122.5500"
"2017/11/17","1129.8800","2360174.0000","1138.2800","1138.8000","1125.8101"
"2017/11/16","1137.2900","2210454.0000","1130.1600","1138.1600","1130.0500"
"2017/11/15","1126.6900","3917182.0000","1127.0100","1131.7500","1121.6300"
"2017/11/14","1136.8400","3136307.0000","1130.1100","1138.0000","1123.8900"
"2017/11/13","1129.1700","2913376.0000","1123.0000","1139.9000","1122.3400"
"2017/11/10","1125.3500","2178670.0000","1126.1000","1131.7500","1124.0600"
"2017/11/09","1129.1300","3729458.0000","1125.9600","1129.6209","1115.7700"
"2017/11/08","1132.8800","2575956.0000","1122.8200","1135.5400","1119.1100"
"2017/11/07","1123.1700","2684125.0000","1124.7400","1130.6000","1117.5000"
"2017/11/06","1120.6600","3331032.0000","1109.1500","1125.4100","1108.7700"
"2017/11/03","1111.6000","3739141.0000","1091.1500","1112.6800","1088.5200"
"2017/11/02","1094.2200","3683447.0000","1097.8100","1101.9350","1086.8691"
"2017/11/01","1103.6800","3743189.0000","1105.4000","1108.9700","1096.7400"
"2017/10/31","1105.2800","3474886.0000","1109.0000","1110.5400","1101.1201"
"2017/10/30","1110.8500","6608244.0000","1095.0100","1122.7900","1093.5600"
"2017/10/27","1100.9500","16547950.0000","1058.1400","1105.5800","1050.5500"
"2017/10/26","972.4300","5392856.0000","980.3300","982.9000","968.5500"
"2017/10/25","972.9100","3029395.0000","978.0000","984.4400","966.2400"
"2017/10/24","975.9000","2713262.0000","969.0000","979.8500","965.0000"
"2017/10/23","966.3000","3482123.0000","986.7300","986.7750","962.5000"
"2017/10/20","982.9100","2343556.0000","993.5300","994.6200","982.0000"
"2017/10/19","986.6100","3084459.0000","990.0000","991.0500","980.2400"
"2017/10/18","997.0000","2496848.0000","1009.2700","1022.3100","996.5500"
"2017/10/17","1009.1300","2318762.0000","1005.5900","1011.4699","1004.3800"
"2017/10/16","1006.3400","2004816.0000","1008.4400","1009.5717","1001.0400"
"2017/10/13","1002.9400","2429175.0000","1007.0000","1007.7700","1001.0300"
"2017/10/12","1000.9300","4083076.0000","996.8100","1008.4400","992.4000"
"2017/10/11","995.0000","2335062.0000","991.2700","995.5000","986.6950"
"2017/10/10","987.2000","3082929.0000","996.6700","997.9500","980.0990"
"2017/10/09","990.9900","2936073.0000","993.2400","998.5000","987.5000"
"2017/10/06","989.5800","3747408.0000","975.6400","995.7500","975.6400"
"2017/10/05","980.8500","3220080.0000","970.0000","981.5100","969.6400"
"2017/10/04","965.4500","2518509.0000","954.2100","967.7900","954.0500"
"2017/10/03","957.1000","2664290.0000","958.0000","963.6900","950.3700"
"2017/10/02","959.1900","2425585.0000","964.0000","967.3050","952.1201"
"2017/09/29","961.3500","2509194.0000","960.1100","964.8300","958.3750"
"2017/09/28","956.4000","2521285.0000","951.8600","959.7000","950.1010"
"2017/09/27","950.8700","3145310.0000","948.0000","955.3000","943.3000"
"2017/09/26","938.6000","3504345.0000","945.4900","948.6300","931.7500"
"2017/09/25","939.7900","5115097.0000","949.3100","949.4200","932.8900"
"2017/09/22","955.1000","2629433.0000","961.0100","965.6100","954.4200"
"2017/09/21","964.6500","2276374.0000","971.3100","971.7000","962.0200"
"2017/09/20","973.2100","2752256.0000","971.7900","974.8100","962.1626"
"2017/09/19","969.8600","2629721.0000","977.2500","978.2400","967.4600"
"2017/09/18","974.1900","3400701.0000","990.4000","992.7922","968.1700"
"2017/09/15","986.7900","3749512.0000","993.0100","996.2500","984.0300"
"2017/09/14","992.2100","3899558.0000","996.8000","998.5600","987.7400"
"2017/09/13","999.6000","3360247.0000","983.9700","1000.0000","979.4200"
"2017/09/12","982.5800","2475557.0000","983.2700","984.6718","975.5170"
"2017/09/11","977.9600","2171998.0000","974.4600","981.9400","974.2200"
"2017/09/08","965.9000","2589038.0000","979.1000","979.8800","963.4700"
"2017/09/07","979.4700","2562517.0000","974.0000","980.5900","972.5500"
"2017/09/06","967.8000","2125371.0000","968.3200","971.8400","960.6000"
"2017/09/05","965.2700","2996501.0000","975.4000","976.7699","960.3700"
"2017/09/01","978.2500","2533779.0000","984.2000","984.5000","976.8750"
"2017/08/31","980.6000","3314687.0000","974.7000","981.0000","972.7600"
"2017/08/30","967.5900","2897969.0000","958.4400","969.4100","956.9062"
"2017/08/29","954.0600","2871568.0000","940.0000","956.0000","936.3300"
"2017/08/28","946.0200","2576456.0000","946.5400","953.0000","942.2500"
"2017/08/25","945.2600","3316602.0000","956.0000","957.6210","944.1000"
"2017/08/24","952.4500","5186993.0000","957.4200","959.0000","941.1400"
"2017/08/23","958.0000","2642936.0000","959.3800","962.0000","954.2000"
"2017/08/22","966.9000","2745796.0000","955.5200","967.9300","955.4950"
"2017/08/21","953.2900","3156891.0000","957.5700","961.2000","945.4600"
"2017/08/18","958.4700","3275276.0000","961.4000","965.4300","954.6500"
"2017/08/17","960.5700","3456073.0000","977.8400","977.8400","960.3200"
"2017/08/16","978.1800","3125408.0000","981.6500","986.4605","973.2200"
"2017/08/15","982.7400","2544452.0000","988.9000","991.7400","982.0000"
"2017/08/14","983.3000","3168461.0000","978.4100","985.5000","976.1900"
"2017/08/11","967.9900","3464615.0000","960.0000","970.3900","951.3800"
"2017/08/10","956.9200","5600182.0000","976.2950","979.8600","954.6800"
"2017/08/09","982.0100","3568120.0000","982.6000","988.0000","975.2700"
"2017/08/08","989.8400","2886062.0000","994.3500","996.2800","985.7900"
"2017/08/07","992.2700","2670187.0000","990.6500","995.0000","987.1400"
"2017/08/04","987.5800","2726739.0000","989.6800","991.6720","982.0000"
"2017/08/03","986.9200","3252699.0000","999.4700","999.5000","984.5900"
"2017/08/02","995.8900","4061270.0000","1001.7700","1003.2100","981.7300"
"2017/08/01","996.1900","4527979.0000","996.1100","1006.4000","991.5800"
"2017/07/31","987.7800","7326177.0000","1019.0500","1019.0500","987.0200"
"2017/07/28","1020.0400","7674669.0000","1012.1400","1032.8500","1001.0000"
"2017/07/27","1046.0000","10830380.0000","1069.5500","1083.3100","1040.1800"
"2017/07/26","1052.8000","2881423.0000","1043.2000","1053.2000","1043.2000"
"2017/07/25","1039.8700","2444862.0000","1038.0500","1043.3346","1032.4800"
"2017/07/24","1038.9500","3277624.0000","1028.3400","1043.0100","1027.4279"
"2017/07/21","1025.6700","2726844.0000","1021.2800","1026.1000","1011.0000"
"2017/07/20","1028.7000","3074300.0000","1031.5900","1034.9700","1022.5150"
"2017/07/19","1026.8700","2955263.0000","1025.0000","1031.5900","1022.5000"
"2017/07/18","1024.4500","4002293.0000","1006.0000","1026.0300","1004.0000"
"2017/07/17","1010.0400","3685206.0000","1004.6900","1014.7500","1003.8100"
"2017/07/14","1001.8100","2100941.0000","1002.4000","1004.4500","996.8900"
"2017/07/13","1000.6300","2877854.0000","1004.6200","1006.8800","995.9000"
"2017/07/12","1006.5100","3605227.0000","1000.6500","1008.5500","998.1000"
"2017/07/11","994.1300","2978422.0000","993.0000","995.9900","983.7200"
"2017/07/10","996.4700","3515968.0000","985.0000","999.4392","983.5000"
"2017/07/07","978.7600","2589778.0000","969.5500","980.1100","969.1400"
"2017/07/06","965.1400","3257432.0000","964.6600","974.4000","959.0200"
"2017/07/05","971.4000","3648765.0000","961.5300","975.0000","955.2500"
"2017/07/03","953.6600","2909108.0000","972.7900","974.4900","951.0001"
"2017/06/30","968.0000","3383436.0000","980.1200","983.4700","967.6100"
"2017/06/29","975.9300","4295828.0000","979.0000","987.5600","965.2500"
"2017/06/28","990.3300","3721937.0000","978.5500","990.6800","969.2100"
"2017/06/27","976.7800","3759865.0000","990.6900","998.8000","976.0000"
"2017/06/26","993.9800","3382126.0000","1008.5000","1009.8000","992.0000"
"2017/06/23","1003.7400","2876508.0000","1002.5400","1004.6200","998.0200"
"2017/06/22","1001.3000","2249784.0000","1002.2300","1006.9599","997.2000"
"2017/06/21","1002.2300","2916743.0000","998.7000","1002.7200","992.6518"
"2017/06/20","992.5900","4069195.0000","998.0000","1004.8800","992.0200"
"2017/06/19","995.1700","5019791.0000","1017.0000","1017.0000","989.9000"
"2017/06/16","987.7100","11439080.0000","996.0000","999.7500","982.0000"
"2017/06/15","964.1700","5230302.0000","958.7000","965.7300","950.8600"
"2017/06/14","976.4700","3965444.0000","988.5900","990.3400","966.7100"
"2017/06/13","980.7900","4569183.0000","977.9900","984.5000","966.1000"
"2017/06/12","964.9100","9437061.0000","967.0000","975.9500","945.0000"
"2017/06/09","978.3100","7634038.0000","1012.5000","1012.9900","927.0000"
"2017/06/08","1010.2700","2756796.0000","1012.0600","1013.6100","1006.1100"
"2017/06/07","1010.0700","2818880.0000","1005.9500","1010.2490","1002.0000"
"2017/06/06","1003.0000","3341855.0000","1012.0000","1016.5000","1001.2500"
"2017/06/05","1011.3400","2717283.0000","1007.2300","1013.2100","1003.5100"
"2017/06/02","1006.7300","3749489.0000","998.9900","1008.4800","995.6700"
"2017/06/01","995.9500","2451407.0000","998.5900","998.9900","991.3700"
"2017/05/31","994.6200","3913721.0000","1000.0000","1000.1200","982.1600"
"2017/05/30","996.7000","3256230.0000","996.5100","1001.2000","995.5200"
"2017/05/26","995.7800","3462132.0000","995.0000","998.6500","989.2491"
"2017/05/25","993.3800","4817312.0000","984.8500","999.0000","982.1100"
"2017/05/24","980.3500","2455977.0000","976.0000","981.0000","970.2300"
"2017/05/23","971.5400","2412406.0000","975.0200","975.2000","966.8500"
"2017/05/22","970.6700","2631854.0000","964.0000","971.3800","962.9000"
"2017/05/19","959.8400","3967552.0000","962.8400","968.9200","959.7200"
"2017/05/18","958.4900","3898729.0000","944.8000","962.7500","944.7600"
"2017/05/17","944.7600","5129887.0000","954.7000","960.3957","944.1200"
"2017/05/16","966.0700","3114640.0000","961.0000","970.0600","960.9100"
"2017/05/15","957.9700","4261618.0000","958.7300","963.1500","956.0550"
"2017/05/12","961.3500","3622639.0000","954.5000","962.7900","951.5300"
"2017/05/11","947.6200","2190678.0000","945.1100","950.2900","940.7750"
"2017/05/10","948.9500","2093334.0000","953.5000","953.7499","945.0000"
"2017/05/09","952.8200","3256357.0000","952.8000","957.8900","950.2000"
"2017/05/08","949.0400","3406954.0000","940.9500","949.0500","939.2100"
"2017/05/05","934.1500","2863978.0000","940.5200","940.7900","930.3000"
"2017/05/04","937.5300","2413486.0000","944.7500","945.0000","934.2150"
"2017/05/03","941.0300","3578108.0000","946.0000","946.0000","935.9000"
